site,block,pd,rate,rye_bio,soil_n,soil_pH,soil_p,GDD4.4,GDD42F
de,1,1,60,3936,na,na,na,2017.83,1738.78
de,1,1,120,2224,na,na,na,2017.83,1738.78
de,1,1,90,3176,na,na,na,2017.83,1738.78
de,1,1,30,2504,na,na,na,2017.83,1738.78
de,1,1,10,2072,na,na,na,2017.83,1738.78
de,1,1,0,0,na,na,na,2017.83,1738.78
de,2,1,0,0,na,na,na,2017.83,1738.78
de,2,1,30,3120,na,na,na,2017.83,1738.78
de,2,1,10,2080,na,na,na,2017.83,1738.78
de,2,1,90,3376,na,na,na,2017.83,1738.78
de,2,1,60,3760,na,na,na,2017.83,1738.78
de,2,1,120,3640,na,na,na,2017.83,1738.78
de,3,1,10,2904,na,na,na,2017.83,1738.78
de,3,1,120,3096,na,na,na,2017.83,1738.78
de,3,1,0,0,na,na,na,2017.83,1738.78
de,3,1,60,5120,na,na,na,2017.83,1738.78
de,3,1,30,5784,na,na,na,2017.83,1738.78
de,3,1,90,4632,na,na,na,2017.83,1738.78
de,4,1,120,4152,na,na,na,2017.83,1738.78
de,4,1,10,2560,na,na,na,2017.83,1738.78
de,4,1,90,3408,na,na,na,2017.83,1738.78
de,4,1,0,0,na,na,na,2017.83,1738.78
de,4,1,30,5520,na,na,na,2017.83,1738.78
de,4,1,60,2816,na,na,na,2017.83,1738.78
de,1,2,90,2568,na,na,na,1594.98,1357.19
de,1,2,0,0,na,na,na,1594.98,1357.19
de,1,2,150,2560,na,na,na,1594.98,1357.19
de,1,2,60,4160,na,na,na,1594.98,1357.19
de,1,2,120,2824,na,na,na,1594.98,1357.19
de,1,2,30,3480,na,na,na,1594.98,1357.19
de,1,2,10,2448,na,na,na,1594.98,1357.19
de,2,2,120,2056,na,na,na,1594.98,1357.19
de,2,2,10,2680,na,na,na,1594.98,1357.19
de,2,2,0,0,na,na,na,1594.98,1357.19
de,2,2,30,1776,na,na,na,1594.98,1357.19
de,2,2,90,2864,na,na,na,1594.98,1357.19
de,2,2,60,1960,na,na,na,1594.98,1357.19
de,2,2,150,3880,na,na,na,1594.98,1357.19
de,3,2,150,1952,na,na,na,1594.98,1357.19
de,3,2,30,2744,na,na,na,1594.98,1357.19
de,3,2,120,2064,na,na,na,1594.98,1357.19
de,3,2,0,0,na,na,na,1594.98,1357.19
de,3,2,90,4856,na,na,na,1594.98,1357.19
de,3,2,10,2632,na,na,na,1594.98,1357.19
de,3,2,60,2440,na,na,na,1594.98,1357.19
de,4,2,90,1328,na,na,na,1594.98,1357.19
de,4,2,10,1408,na,na,na,1594.98,1357.19
de,4,2,0,0,na,na,na,1594.98,1357.19
de,4,2,150,3072,na,na,na,1594.98,1357.19
de,4,2,60,2432,na,na,na,1594.98,1357.19
de,4,2,30,2456,na,na,na,1594.98,1357.19
de,4,2,120,2160,na,na,na,1594.98,1357.19
de,1,3,0,0,na,na,na,1459.25,1244.79
de,1,3,30,2880,na,na,na,1459.25,1244.79
de,1,3,60,2000,na,na,na,1459.25,1244.79
de,1,3,120,2624,na,na,na,1459.25,1244.79
de,1,3,10,2008,na,na,na,1459.25,1244.79
de,1,3,90,3056,na,na,na,1459.25,1244.79
de,1,3,150,2528,na,na,na,1459.25,1244.79
de,2,3,150,1712,na,na,na,1459.25,1244.79
de,2,3,120,2408,na,na,na,1459.25,1244.79
de,2,3,0,0,na,na,na,1459.25,1244.79
de,2,3,60,1136,na,na,na,1459.25,1244.79
de,2,3,90,1592,na,na,na,1459.25,1244.79
de,2,3,30,1904,na,na,na,1459.25,1244.79
de,2,3,10,1432,na,na,na,1459.25,1244.79
de,3,3,0,0,na,na,na,1459.25,1244.79
de,3,3,150,2416,na,na,na,1459.25,1244.79
de,3,3,120,2744,na,na,na,1459.25,1244.79
de,3,3,10,1400,na,na,na,1459.25,1244.79
de,3,3,30,2912,na,na,na,1459.25,1244.79
de,3,3,60,2456,na,na,na,1459.25,1244.79
de,3,3,90,1936,na,na,na,1459.25,1244.79
de,4,3,30,960,na,na,na,1459.25,1244.79
de,4,3,90,2728,na,na,na,1459.25,1244.79
de,4,3,150,1080,na,na,na,1459.25,1244.79
de,4,3,10,960,na,na,na,1459.25,1244.79
de,4,3,0,0,na,na,na,1459.25,1244.79
de,4,3,120,2936,na,na,na,1459.25,1244.79
de,4,3,60,1280,na,na,na,1459.25,1244.79
ma,1,1,15,2916,13.058,6.62,499,1776.54,1528.82
ma,1,1,0,0,13.058,6.62,499,1776.54,1528.82
ma,1,1,60,3662,13.058,6.62,499,1776.54,1528.82
ma,1,1,90,9388,13.058,6.62,499,1776.54,1528.82
ma,1,1,120,9920,13.058,6.62,499,1776.54,1528.82
ma,1,1,30,13686,13.058,6.62,499,1776.54,1528.82
ma,2,1,60,6072,13.058,6.62,499,1776.54,1528.82
ma,2,1,30,4636,13.058,6.62,499,1776.54,1528.82
ma,2,1,90,5080,13.058,6.62,499,1776.54,1528.82
ma,2,1,120,8600,13.058,6.62,499,1776.54,1528.82
ma,2,1,15,6002,13.058,6.62,499,1776.54,1528.82
ma,2,1,0,0,13.058,6.62,499,1776.54,1528.82
ma,3,1,0,0,13.058,6.62,499,1776.54,1528.82
ma,3,1,15,4600,13.058,6.62,499,1776.54,1528.82
ma,3,1,120,5716,13.058,6.62,499,1776.54,1528.82
ma,3,1,90,7582,13.058,6.62,499,1776.54,1528.82
ma,3,1,30,522,13.058,6.62,499,1776.54,1528.82
ma,3,1,60,10320,13.058,6.62,499,1776.54,1528.82
ma,1,2,90,2428,7.9085,6.8,478,1482.66,1265.03
ma,1,2,120,2400,7.9085,6.8,478,1482.66,1265.03
ma,1,2,15,3258,7.9085,6.8,478,1482.66,1265.03
ma,1,2,0,0,7.9085,6.8,478,1482.66,1265.03
ma,1,2,30,7176,7.9085,6.8,478,1482.66,1265.03
ma,1,2,60,7312,7.9085,6.8,478,1482.66,1265.03
ma,2,2,15,4880,7.9085,6.8,478,1482.66,1265.03
ma,2,2,60,4682,7.9085,6.8,478,1482.66,1265.03
ma,2,2,120,4524,7.9085,6.8,478,1482.66,1265.03
ma,2,2,90,8550,7.9085,6.8,478,1482.66,1265.03
ma,2,2,30,5342,7.9085,6.8,478,1482.66,1265.03
ma,2,2,0,0,7.9085,6.8,478,1482.66,1265.03
ma,3,2,15,4830,7.9085,6.8,478,1482.66,1265.03
ma,3,2,60,5562,7.9085,6.8,478,1482.66,1265.03
ma,3,2,90,6554,7.9085,6.8,478,1482.66,1265.03
ma,3,2,120,6724,7.9085,6.8,478,1482.66,1265.03
ma,3,2,0,0,7.9085,6.8,478,1482.66,1265.03
ma,3,2,30,5416,7.9085,6.8,478,1482.66,1265.03
ma,1,3,30,980,6.256,6.77,489,1077.38,908.59
ma,1,3,0,0,6.256,6.77,489,1077.38,908.59
ma,1,3,90,2562,6.256,6.77,489,1077.38,908.59
ma,1,3,120,5162,6.256,6.77,489,1077.38,908.59
ma,1,3,15,1770,6.256,6.77,489,1077.38,908.59
ma,1,3,60,3198,6.256,6.77,489,1077.38,908.59
ma,2,3,60,2678,6.256,6.77,489,1077.38,908.59
ma,2,3,90,4020,6.256,6.77,489,1077.38,908.59
ma,2,3,120,3602,6.256,6.77,489,1077.38,908.59
ma,2,3,0,0,6.256,6.77,489,1077.38,908.59
ma,2,3,30,2718,6.256,6.77,489,1077.38,908.59
ma,2,3,15,1858,6.256,6.77,489,1077.38,908.59
ma,3,3,90,2832,6.256,6.77,489,1077.38,908.59
ma,3,3,0,0,6.256,6.77,489,1077.38,908.59
ma,3,3,120,3976,6.256,6.77,489,1077.38,908.59
ma,3,3,60,3316,6.256,6.77,489,1077.38,908.59
ma,3,3,30,2312,6.256,6.77,489,1077.38,908.59
ma,3,3,15,2252,6.256,6.77,489,1077.38,908.59
md,1,1,0,0,13.901,6.58,63,2149.64,1867.48
md,1,1,15,6184,13.901,6.58,63,2149.64,1867.48
md,1,1,30,11124,13.901,6.58,63,2149.64,1867.48
md,1,1,60,7460,13.901,6.58,63,2149.64,1867.48
md,1,1,90,7056,13.901,6.58,63,2149.64,1867.48
md,1,1,120,6064,13.901,6.58,63,2149.64,1867.48
md,2,1,30,4492,13.901,6.58,63,2149.64,1867.48
md,2,1,90,9772,13.901,6.58,63,2149.64,1867.48
md,2,1,0,0,13.901,6.58,63,2149.64,1867.48
md,2,1,60,9416,13.901,6.58,63,2149.64,1867.48
md,2,1,15,1896,13.901,6.58,63,2149.64,1867.48
md,3,1,120,5420,13.901,6.58,63,2149.64,1867.48
md,3,1,120,11552,13.901,6.58,63,2149.64,1867.48
md,3,1,0,0,13.901,6.58,63,2149.64,1867.48
md,3,1,60,7788,13.901,6.58,63,2149.64,1867.48
md,3,1,90,7636,13.901,6.58,63,2149.64,1867.48
md,3,1,15,5776,13.901,6.58,63,2149.64,1867.48
md,3,1,30,10008,13.901,6.58,63,2149.64,1867.48
md,1,2,0,0,25.0335,6.53,56,1771.10,1515.98
md,1,2,120,6832,25.0335,6.53,56,1771.10,1515.98
md,1,2,60,4964,25.0335,6.53,56,1771.10,1515.98
md,1,2,90,6548,25.0335,6.53,56,1771.10,1515.98
md,1,2,15,6192,25.0335,6.53,56,1771.10,1515.98
md,1,2,30,7084,25.0335,6.53,56,1771.10,1515.98
md,2,2,60,11248,25.0335,6.53,56,1771.10,1515.98
md,2,2,15,11228,25.0335,6.53,56,1771.10,1515.98
md,2,2,0,0,25.0335,6.53,56,1771.10,1515.98
md,2,2,120,10660,25.0335,6.53,56,1771.10,1515.98
md,2,2,90,10740,25.0335,6.53,56,1771.10,1515.98
md,2,2,30,13332,25.0335,6.53,56,1771.10,1515.98
md,3,2,90,6340,25.0335,6.53,56,1771.10,1515.98
md,3,2,60,8208,25.0335,6.53,56,1771.10,1515.98
md,3,2,30,9876,25.0335,6.53,56,1771.10,1515.98
md,3,2,0,0,25.0335,6.53,56,1771.10,1515.98
md,3,2,120,7240,25.0335,6.53,56,1771.10,1515.98
md,3,2,15,5600,25.0335,6.53,56,1771.10,1515.98
md,1,3,15,5020,10.971,6.91,76,1413.90,1202.01
md,1,3,30,4168,10.971,6.91,76,1413.90,1202.01
md,1,3,0,0,10.971,6.91,76,1413.90,1202.01
md,1,3,120,5860,10.971,6.91,76,1413.90,1202.01
md,1,3,90,5704,10.971,6.91,76,1413.90,1202.01
md,1,3,60,4456,10.971,6.91,76,1413.90,1202.01
md,2,3,0,0,10.971,6.91,76,1413.90,1202.01
md,2,3,30,3352,10.971,6.91,76,1413.90,1202.01
md,2,3,90,6256,10.971,6.91,76,1413.90,1202.01
md,2,3,120,10764,10.971,6.91,76,1413.90,1202.01
md,2,3,15,5232,10.971,6.91,76,1413.90,1202.01
md,2,3,60,6348,10.971,6.91,76,1413.90,1202.01
md,3,3,30,1720,10.971,6.91,76,1413.90,1202.01
md,3,3,15,2700,10.971,6.91,76,1413.90,1202.01
md,3,3,120,2956,10.971,6.91,76,1413.90,1202.01
md,3,3,90,3908,10.971,6.91,76,1413.90,1202.01
md,3,3,0,0,10.971,6.91,76,1413.90,1202.01
md,3,3,60,2508,10.971,6.91,76,1413.90,1202.01
ny,1,1,120,8208,48.324,5.16,39,1743.94,1399.5
ny,2,1,120,6024,48.324,5.16,39,1743.94,1399.5
ny,3,1,0,0,48.324,5.16,39,1743.94,1399.5
ny,1,1,90,5380,48.324,5.16,39,1743.94,1399.5
ny,2,1,60,5260,48.324,5.16,39,1743.94,1399.5
ny,3,1,90,5740,48.324,5.16,39,1743.94,1399.5
ny,1,1,15,1980,48.324,5.16,39,1743.94,1399.5
ny,2,1,90,6688,48.324,5.16,39,1743.94,1399.5
ny,3,1,30,5580,48.324,5.16,39,1743.94,1399.5
ny,1,1,0,0,48.324,5.16,39,1743.94,1399.5
ny,2,1,15,3068,48.324,5.16,39,1743.94,1399.5
ny,3,1,120,6652,48.324,5.16,39,1743.94,1399.5
ny,1,1,60,1552,48.324,5.16,39,1743.94,1399.5
ny,2,1,30,5852,48.324,5.16,39,1743.94,1399.5
ny,3,1,60,4732,48.324,5.16,39,1743.94,1399.5
ny,1,1,30,6024,48.324,5.16,39,1743.94,1399.5
ny,2,1,0,0,48.324,5.16,39,1743.94,1399.5
ny,3,1,15,3548,48.324,5.16,39,1743.94,1399.5
ny,1,2,90,4124,28.6895,5.38,37,1299.76,999
ny,2,2,120,3228,28.6895,5.38,37,1299.76,999
ny,3,2,30,3600,28.6895,5.38,37,1299.76,999
ny,1,2,15,3448,28.6895,5.38,37,1299.76,999
ny,2,2,60,3340,28.6895,5.38,37,1299.76,999
ny,3,2,60,3092,28.6895,5.38,37,1299.76,999
ny,1,2,0,0,28.6895,5.38,37,1299.76,999
ny,2,2,15,2756,28.6895,5.38,37,1299.76,999
ny,3,2,120,4600,28.6895,5.38,37,1299.76,999
ny,1,2,120,4904,28.6895,5.38,37,1299.76,999
ny,2,2,90,3972,28.6895,5.38,37,1299.76,999
ny,3,2,0,0,28.6895,5.38,37,1299.76,999
ny,1,2,60,3728,28.6895,5.38,37,1299.76,999
ny,2,2,30,3280,28.6895,5.38,37,1299.76,999
ny,3,2,15,1788,28.6895,5.38,37,1299.76,999
ny,1,2,30,4472,28.6895,5.38,37,1299.76,999
ny,2,2,0,0,28.6895,5.38,37,1299.76,999
ny,3,2,90,5604,28.6895,5.38,37,1299.76,999
ny,1,3,60,2932,31.193,5.26,48,1159.45,891
ny,2,3,120,1784,31.193,5.26,48,1159.45,891
ny,3,3,120,2888,31.193,5.26,48,1159.45,891
ny,1,3,15,1548,31.193,5.26,48,1159.45,891
ny,2,3,30,1916,31.193,5.26,48,1159.45,891
ny,3,3,60,3096,31.193,5.26,48,1159.45,891
ny,1,3,30,3572,31.193,5.26,48,1159.45,891
ny,2,3,15,1064,31.193,5.26,48,1159.45,891
ny,3,3,15,2116,31.193,5.26,48,1159.45,891
ny,1,3,90,3888,31.193,5.26,48,1159.45,891
ny,2,3,90,1832,31.193,5.26,48,1159.45,891
ny,3,3,30,1840,31.193,5.26,48,1159.45,891
ny,1,3,120,2736,31.193,5.26,48,1159.45,891
ny,2,3,60,1436,31.193,5.26,48,1159.45,891
ny,3,3,0,0,31.193,5.26,48,1159.45,891
ny,1,3,0,0,31.193,5.26,48,1159.45,891
ny,2,3,0,0,31.193,5.26,48,1159.45,891
ny,3,3,90,2820,31.193,5.26,48,1159.45,891
pa,1,1,90,5568,12.8875,5.74,20,1748.76,1504.28
pa,1,1,120,4740,12.8875,5.74,20,1748.76,1504.28
pa,1,1,60,5516,12.8875,5.74,20,1748.76,1504.28
pa,1,1,0,0,12.8875,5.74,20,1748.76,1504.28
pa,1,1,15,1948,12.8875,5.74,20,1748.76,1504.28
pa,1,1,30,5992,12.8875,5.74,20,1748.76,1504.28
pa,2,1,30,3192,12.8875,5.74,20,1748.76,1504.28
pa,2,1,15,2132,12.8875,5.74,20,1748.76,1504.28
pa,2,1,60,6736,12.8875,5.74,20,1748.76,1504.28
pa,2,1,120,7188,12.8875,5.74,20,1748.76,1504.28
pa,2,1,90,7136,12.8875,5.74,20,1748.76,1504.28
pa,2,1,0,0,12.8875,5.74,20,1748.76,1504.28
pa,3,1,15,2224,12.8875,5.74,20,1748.76,1504.28
pa,3,1,0,0,12.8875,5.74,20,1748.76,1504.28
pa,3,1,90,5256,12.8875,5.74,20,1748.76,1504.28
pa,3,1,30,4580,12.8875,5.74,20,1748.76,1504.28
pa,3,1,60,3812,12.8875,5.74,20,1748.76,1504.28
pa,3,1,120,6472,12.8875,5.74,20,1748.76,1504.28
pa,1,2,0,0,19.774,5.51,21,1439.64,1224.28
pa,1,2,30,3424,19.774,5.51,21,1439.64,1224.28
pa,1,2,90,6004,19.774,5.51,21,1439.64,1224.28
pa,1,2,15,4040,19.774,5.51,21,1439.64,1224.28
pa,1,2,60,5032,19.774,5.51,21,1439.64,1224.28
pa,1,2,120,6320,19.774,5.51,21,1439.64,1224.28
pa,2,2,15,3092,19.774,5.51,21,1439.64,1224.28
pa,2,2,60,2832,19.774,5.51,21,1439.64,1224.28
pa,2,2,120,6072,19.774,5.51,21,1439.64,1224.28
pa,2,2,90,4024,19.774,5.51,21,1439.64,1224.28
pa,2,2,30,5484,19.774,5.51,21,1439.64,1224.28
pa,2,2,0,0,19.774,5.51,21,1439.64,1224.28
pa,3,2,120,6476,19.774,5.51,21,1439.64,1224.28
pa,3,2,60,3804,19.774,5.51,21,1439.64,1224.28
pa,3,2,30,5296,19.774,5.51,21,1439.64,1224.28
pa,3,2,90,3576,19.774,5.51,21,1439.64,1224.28
pa,3,2,15,2612,19.774,5.51,21,1439.64,1224.28
pa,3,2,0,0,19.774,5.51,21,1439.64,1224.28
pa,1,3,120,3312,8.8115,5.44,25,1258.24,1074.01
pa,1,3,0,0,8.8115,5.44,25,1258.24,1074.01
pa,1,3,30,3432,8.8115,5.44,25,1258.24,1074.01
pa,1,3,60,3052,8.8115,5.44,25,1258.24,1074.01
pa,1,3,90,3496,8.8115,5.44,25,1258.24,1074.01
pa,1,3,15,2732,8.8115,5.44,25,1258.24,1074.01
pa,2,3,90,2732,8.8115,5.44,25,1258.24,1074.01
pa,2,3,15,1632,8.8115,5.44,25,1258.24,1074.01
pa,2,3,30,2608,8.8115,5.44,25,1258.24,1074.01
pa,2,3,120,3964,8.8115,5.44,25,1258.24,1074.01
pa,2,3,0,0,8.8115,5.44,25,1258.24,1074.01
pa,2,3,60,3712,8.8115,5.44,25,1258.24,1074.01
pa,3,3,0,0,8.8115,5.44,25,1258.24,1074.01
pa,3,3,90,1712,8.8115,5.44,25,1258.24,1074.01
pa,3,3,30,2140,8.8115,5.44,25,1258.24,1074.01
pa,3,3,60,3120,8.8115,5.44,25,1258.24,1074.01
pa,3,3,15,2728,8.8115,5.44,25,1258.24,1074.01
pa,3,3,120,4504,8.8115,5.44,25,1258.24,1074.01
vt,1,1,30,5632.404544,17.9205,6.94,48,1596.54,1369.76
vt,1,1,120,9513.74308,17.9205,6.94,48,1596.54,1369.76
vt,1,1,60,7512.8758,17.9205,6.94,48,1596.54,1369.76
vt,1,1,0,0,17.9205,6.94,48,1596.54,1369.76
vt,1,1,15,5041.890704,17.9205,6.94,48,1596.54,1369.76
vt,1,1,90,6742.996452,17.9205,6.94,48,1596.54,1369.76
vt,2,1,0,0,17.9205,6.94,48,1596.54,1369.76
vt,2,1,30,3877.243435,17.9205,6.94,48,1596.54,1369.76
vt,2,1,90,6628.333568,17.9205,6.94,48,1596.54,1369.76
vt,2,1,120,5678.269696,17.9205,6.94,48,1596.54,1369.76
vt,2,1,60,4652.036904,17.9205,6.94,48,1596.54,1369.76
vt,2,1,15,4701.99716,17.9205,6.94,48,1596.54,1369.76
vt,3,1,120,8545.660752,17.9205,6.94,48,1596.54,1369.76
vt,3,1,60,5994.41164,17.9205,6.94,48,1596.54,1369.76
vt,3,1,90,5424.373316,17.9205,6.94,48,1596.54,1369.76
vt,3,1,0,0,17.9205,6.94,48,1596.54,1369.76
vt,3,1,15,5843.711852,17.9205,6.94,48,1596.54,1369.76
vt,3,1,30,378.3056068,17.9205,6.94,48,1596.54,1369.76
vt,4,1,15,8553.85096,17.9205,6.94,48,1596.54,1369.76
vt,4,1,30,7204.10504,17.9205,6.94,48,1596.54,1369.76
vt,4,1,90,7421.145492,17.9205,6.94,48,1596.54,1369.76
vt,4,1,120,9390.889992,17.9205,6.94,48,1596.54,1369.76
vt,4,1,0,0,17.9205,6.94,48,1596.54,1369.76
vt,4,1,60,9729.145492,17.9205,6.94,48,1596.54,1369.76
vt,1,1.5,60,6434.120664,27.132,7.12,31,1370.32,1162.26
vt,1,1.5,30,5327.605832,27.132,7.12,31,1370.32,1162.26
vt,1,1.5,0,0,27.132,7.12,31,1370.32,1162.26
vt,1,1.5,15,3433.415787,27.132,7.12,31,1370.32,1162.26
vt,1,1.5,120,7117.348416,27.132,7.12,31,1370.32,1162.26
vt,1,1.5,90,9353.152336,27.132,7.12,31,1370.32,1162.26
vt,2,1.5,15,1839.217697,27.132,7.12,31,1370.32,1162.26
vt,2,1.5,0,0,27.132,7.12,31,1370.32,1162.26
vt,2,1.5,120,5098.292608,27.132,7.12,31,1370.32,1162.26
vt,2,1.5,60,4690.711916,27.132,7.12,31,1370.32,1162.26
vt,2,1.5,90,3236.300654,27.132,7.12,31,1370.32,1162.26
vt,2,1.5,30,3726.339869,27.132,7.12,31,1370.32,1162.26
vt,3,1.5,0,0,27.132,7.12,31,1370.32,1162.26
vt,3,1.5,90,3647.807944,27.132,7.12,31,1370.32,1162.26
vt,3,1.5,30,3200.961287,27.132,7.12,31,1370.32,1162.26
vt,3,1.5,120,7232.790348,27.132,7.12,31,1370.32,1162.26
vt,3,1.5,60,5458.754148,27.132,7.12,31,1370.32,1162.26
vt,3,1.5,15,3881.833082,27.132,7.12,31,1370.32,1162.26
vt,4,1.5,90,5738.327804,27.132,7.12,31,1370.32,1162.26
vt,4,1.5,30,5394.357968,27.132,7.12,31,1370.32,1162.26
vt,4,1.5,60,5588.331824,27.132,7.12,31,1370.32,1162.26
vt,4,1.5,120,5760.316744,27.132,7.12,31,1370.32,1162.26
vt,4,1.5,0,0,27.132,7.12,31,1370.32,1162.26
vt,4,1.5,15,1689.22172,27.132,7.12,31,1370.32,1162.26
vt,1,2,30,2129.756118,27.3615,7.06,50,1234.68,1043.26
vt,1,2,0,0,27.3615,7.06,50,1234.68,1043.26
vt,1,2,120,7185.053672,27.3615,7.06,50,1234.68,1043.26
vt,1,2,60,6842.644052,27.3615,7.06,50,1234.68,1043.26
vt,1,2,90,6156.239588,27.3615,7.06,50,1234.68,1043.26
vt,1,2,15,2758.2997,27.3615,7.06,50,1234.68,1043.26
vt,2,2,0,0,27.3615,7.06,50,1234.68,1043.26
vt,2,2,30,4915.797336,27.3615,7.06,50,1234.68,1043.26
vt,2,2,90,5996.924,27.3615,7.06,50,1234.68,1043.26
vt,2,2,120,5199.553456,27.3615,7.06,50,1234.68,1043.26
vt,2,2,15,2201.88407,27.3615,7.06,50,1234.68,1043.26
vt,2,2,60,6445.544012,27.3615,7.06,50,1234.68,1043.26
vt,3,2,90,3865.582654,27.3615,7.06,50,1234.68,1043.26
vt,3,2,120,6310.006868,27.3615,7.06,50,1234.68,1043.26
vt,3,2,15,5061.638472,27.3615,7.06,50,1234.68,1043.26
vt,3,2,0,0,27.3615,7.06,50,1234.68,1043.26
vt,3,2,30,3615.908974,27.3615,7.06,50,1234.68,1043.26
vt,3,2,60,4335.603264,27.3615,7.06,50,1234.68,1043.26
vt,4,2,60,3468.48261,27.3615,7.06,50,1234.68,1043.26
vt,4,2,120,5840.778876,27.3615,7.06,50,1234.68,1043.26
vt,4,2,30,4896.77458,27.3615,7.06,50,1234.68,1043.26
vt,4,2,90,4216.711036,27.3615,7.06,50,1234.68,1043.26
vt,4,2,15,3815.647918,27.3615,7.06,50,1234.68,1043.26
vt,4,2,0,0,27.3615,7.06,50,1234.68,1043.26
vt,1,2.5,60,3083.483871,12.8805,6.6,81,1102.20,923.26
vt,1,2.5,15,1825.16129,12.8805,6.6,81,1102.20,923.26
vt,1,2.5,0,0,12.8805,6.6,81,1102.20,923.26
vt,1,2.5,30,3335.741936,12.8805,6.6,81,1102.20,923.26
vt,1,2.5,120,4706.096776,12.8805,6.6,81,1102.20,923.26
vt,1,2.5,90,4993.225808,12.8805,6.6,81,1102.20,923.26
vt,2,2.5,30,2634.612903,12.8805,6.6,81,1102.20,923.26
vt,2,2.5,60,4109.580644,12.8805,6.6,81,1102.20,923.26
vt,2,2.5,120,4231.258064,12.8805,6.6,81,1102.20,923.26
vt,2,2.5,90,5589,12.8805,6.6,81,1102.20,923.26
vt,2,2.5,0,0,12.8805,6.6,81,1102.20,923.26
vt,2,2.5,15,2189.451613,12.8805,6.6,81,1102.20,923.26
vt,3,2.5,120,6025.258064,12.8805,6.6,81,1102.20,923.26
vt,3,2.5,60,3740.83871,12.8805,6.6,81,1102.20,923.26
vt,3,2.5,30,3707.451613,12.8805,6.6,81,1102.20,923.26
vt,3,2.5,0,0,12.8805,6.6,81,1102.20,923.26
vt,3,2.5,90,3438.129032,12.8805,6.6,81,1102.20,923.26
vt,3,2.5,15,3161.387097,12.8805,6.6,81,1102.20,923.26
vt,4,2.5,0,0,12.8805,6.6,81,1102.20,923.26
vt,4,2.5,30,3317.935484,12.8805,6.6,81,1102.20,923.26
vt,4,2.5,120,4341.064516,12.8805,6.6,81,1102.20,923.26
vt,4,2.5,90,3588.741936,12.8805,6.6,81,1102.20,923.26
vt,4,2.5,60,2711.032258,12.8805,6.6,81,1102.20,923.26
vt,4,2.5,15,1909,12.8805,6.6,81,1102.20,923.26
vt,1,3,90,2768.731273,11.8755,6.05,51,964.64,800.26
vt,1,3,30,2593.964379,11.8755,6.05,51,964.64,800.26
vt,1,3,15,810.2828708,11.8755,6.05,51,964.64,800.26
vt,1,3,60,3117.205867,11.8755,6.05,51,964.64,800.26
vt,1,3,0,0,11.8755,6.05,51,964.64,800.26
vt,1,3,120,3776.024096,11.8755,6.05,51,964.64,800.26
vt,2,3,15,517.9455212,11.8755,6.05,51,964.64,800.26
vt,2,3,120,2550.537454,11.8755,6.05,51,964.64,800.26
vt,2,3,30,2048.479832,11.8755,6.05,51,964.64,800.26
vt,2,3,90,3718.827658,11.8755,6.05,51,964.64,800.26
vt,2,3,60,2728.481928,11.8755,6.05,51,964.64,800.26
vt,2,3,0,0,11.8755,6.05,51,964.64,800.26
vt,3,3,0,0,11.8755,6.05,51,964.64,800.26
vt,3,3,15,776.3886852,11.8755,6.05,51,964.64,800.26
vt,3,3,60,5093.660556,11.8755,6.05,51,964.64,800.26
vt,3,3,90,5120.140388,11.8755,6.05,51,964.64,800.26
vt,3,3,30,2232.779466,11.8755,6.05,51,964.64,800.26
vt,3,3,120,5416.714512,11.8755,6.05,51,964.64,800.26
vt,4,3,30,1729.662651,11.8755,6.05,51,964.64,800.26
vt,4,3,120,3903.127292,11.8755,6.05,51,964.64,800.26
vt,4,3,60,4213.470928,11.8755,6.05,51,964.64,800.26
vt,4,3,0,0,11.8755,6.05,51,964.64,800.26
vt,4,3,90,4865.933996,11.8755,6.05,51,964.64,800.26
vt,4,3,15,2060.130959,11.8755,6.05,51,964.64,800.26